name,url,category,summary,ingredients,directions,total,servings_n,yield,calories,fat_100g,satfat_100g,sugars_100g,salt_100g,fat_fsa,satfat_fsa,sugars_fsa,salt_fsa,fat_score,satfat_score,sugars_score,salt_score,fsa_score,fsa_health_label,rating,dish_type_scraped,cuisine_scraped,total_minutes,ingredient_count,dish_type_llm,cuisine_llm,image_path,dish_type_normalised
Fruity Peanut Butter Sandwich,https://www.allrecipes.com/recipe/88388/fruity-peanut-butter-sandwich/,main-dish,"Sandwiching a serving of fruit in the classic PB&J made with whole grain bread will make eating healthy, easy, and delicious for the whole family.",2 tablespoons chunky or creamy peanut butter ; 1 tablespoon raisins ; ¼ cup chopped apple ; 1 tablespoon unsalted dry roasted peanuts ; 2 tablespoons strawberry jam ; 2 slices whole-grain bread,"Spread peanut butter on one side of a slice of bread, and sprinkle with chopped apple, raisins, and peanuts. Spread jam over the remaining slice of bread, and place on top of fruit and nuts to make a sandwich.",10 mins,1.0,1 serving,529.8,11.9751166407465,1.9180922757905652,20.632452047693103,0.4904095386210471,red,amber,red,amber,3.0,2.0,3.0,2.0,10.0,unhealthy,4.63,Sandwich Recipes,,10.0,6,Sandwich,American,recipe_images/recipe_1981.jpg,Sandwiches and Tacos
Manchego and Mushroom Sandwiches with Arugula Salad,https://www.allrecipes.com/recipe/269191/manchego-and-mushroom-sandwiches-with-arugula-salad/,main-dish,"A light, but filling, panini meal--one of my family's favorites. Relatively simple, with plenty of room for anyone to improve it based on their own style of cooking.","2 cloves garlic, minced, divided ; 1 (8 ounce) package cremini mushrooms, wiped clean, trimmed, and sliced ; 2  shallots, halved and thinly sliced ; 3 ½ tablespoons olive oil, or more as needed, divided ; ¼ teaspoon salt, or more to taste, divided ;   ground black pepper to taste ; 4 slices sourdough bread ; 1 ½ tablespoons fig jam ; 2 ounces mozzarella cheese, shredded ; 2 ounces Manchego cheese, shredded  ; 1 tablespoon sherry vinegar ; 3  sweet bell peppers, seeded and finely chopped ; 1 cup arugula ; ½ cup baby spinach leaves","Preheat the oven to 450 degrees F (230 degrees C). Place 1/4 teaspoon garlic in a large bowl. Toss remaining garlic, mushrooms, shallots, 1 tablespoon olive oil, 1/4 teaspoon salt, and pepper together on a rimmed baking sheet, arranging in a single layer. Bake in the preheated oven until lightly browned and tender, 12 to 15 minutes. Meanwhile, arrange bread slices in a single layer on a separate baking sheet. Drizzle with 1 tablespoon olive oil; flip. Spread fig jam over 2 slices. Sprinkle Manchego cheese and mozzarella cheese over remaining 2 slices. Transfer bread to the preheated oven and toast until golden and cheese is melted, 6 to 7 minutes. Remove from the oven and set aside. While bread toasts, add sherry vinegar to bowl of reserved garlic. Add 1/2 of the bell peppers, remaining olive oil, remaining salt, and pepper; whisk to combine. Add arugula and spinach, tossing to coat. Top cheesy sides of bread with remaining bell peppers, mushrooms, shallots, and a small handful of the salad mixture. Top these with remaining bread slices, jam-side down. Halve paninis; serve with remaining salad mixture.",45 mins,2.0,2 servings,678.3,10.439174968429915,3.171039708152098,5.02315139609934,0.8714746737757822,red,red,amber,red,3.0,3.0,2.0,3.0,11.0,unhealthy,0.0,,,45.0,14,Sandwich,Spanish,recipe_images/recipe_1988.jpg,Sandwiches and Tacos
Barbeque Chicken Sloppy Joes,https://www.allrecipes.com/recipe/282658/barbeque-chicken-sloppy-joes/,main-dish,Spicy-flavored Sloppy Joes made with shredded chicken breast. Taste great with a side of coleslaw.,1 ½ cups barbeque sauce ; 5 tablespoons orange juice ; ¼ cup orange blossom honey ; 1 teaspoon grated orange zest ; 1 teaspoon cooking sherry ; ½ teaspoon cayenne pepper ; ¼ teaspoon ground cloves ; 2 pounds shredded rotisserie chicken ; 1 (16 ounce) package whole wheat hamburger buns,"Combine barbecue sauce, orange juice, honey, orange zest, sherry, cayenne, and cloves in a large saucepan over medium-low heat. Stir until warm, 3 to 5 minutes. Add chicken; cook, stirring occasionally, until heated through, about 15 minutes. Serve on hamburger buns.",30 mins,8.0,8 sandwiches,446.7,5.9967585089141,1.5667206915180982,13.668287412209615,1.179767693138844,amber,amber,amber,red,2.0,2.0,2.0,3.0,9.0,unhealthy,0.0,Sandwich Recipes,,30.0,9,Sandwich,American,recipe_images/recipe_1991.jpg,Sandwiches and Tacos
"Grilled Eggplant, Onion, and Red Pepper Sandwich",https://www.allrecipes.com/recipe/272876/grilled-eggplant-onion-and-red-pepper-sandwich/,main-dish,"This quick and easy grilled eggplant sandwich is a healthy substitute for a burger, and it tastes great! I cooked the eggplant and other veggies in a grill press to save time, but you could also use a grill pan or barbecue grill to prepare them.","cooking spray ; 1  purple eggplant, peeled and cut into 1/2-inch slices ; 2 tablespoons grated Parmesan cheese ; ¼ teaspoon ground black pepper ; ¼ teaspoon dried oregano ; 1  sweet onion, cut in 1/4-inch slices ; 1  sweet red bell pepper, broadly sliced ; 2  sandwich rolls ; 2 slices provolone cheese","Preheat a panini press. Spray 1 side of each eggplant slice with cooking spray. Turn slices over and sprinkle with Parmesan cheese, black pepper, and oregano, then spray with cooking spray. Place eggplant slices in the panini press and close the lid. Add 2 slices of onion and 4 pieces of red bell pepper to the panini press and close the lid. Cook veggies for about 5 minutes. Meanwhile, toast sandwich rolls and place on individual serving plates. Place 1 slice of provolone on the bottom half of each roll, then add grilled eggplant, onion, and bell pepper slices. Cover each with top half of the roll and enjoy.",10 mins,2.0,2 sandwiches,360.7,7.326118216907592,3.8749716188602137,7.386664648452282,0.8727768107167183,amber,red,amber,amber,2.0,3.0,2.0,2.0,9.0,unhealthy,0.0,,,10.0,9,Sandwich,Italian,recipe_images/recipe_2000.jpg,Sandwiches and Tacos
Homemade Deviled Ham Sandwiches,https://www.allrecipes.com/recipe/221036/homemade-deviled-ham-sandwiches/,main-dish,"You will never again buy a ham spread product after tasting this recipe. Use your mini chopper or food processor to whip up a large or small batch. Easily modified for personal tastes, but try it once as written - it is delicious - AND - it's low-fat too! Make delicious sandwiches on your choice of bread with a thin coat of mayo, sliced bread and butter pickles, and a generous layer of Deviled Ham. Men and kids love these.","½ pound cooked ham, cut into chunks ; ¼  onion, sliced ; 3 tablespoons low-fat creamy salad dressing (such as Miracle Whip Light) ; 2 teaspoons honey ; 1 teaspoon prepared mustard ; 1 teaspoon Worcestershire sauce ; 1 teaspoon dry mustard powder ; 1 dash hot pepper sauce (such as Tabasco), or to taste ; ½ teaspoon paprika ; ⅛ teaspoon salt ; ⅛ teaspoon ground white pepper","Place ham and onion into a food processor and process until very finely chopped. Transfer ham mixture to a bowl. Thoroughly mix in salad dressing, honey, prepared mustard, Worcestershire sauce, dry mustard powder, hot pepper sauce, paprika, salt, and white pepper. Refrigerate ham spread covered until ready to use.",15 mins,6.0,6 servings,127.7,15.767613965313265,4.8933974375110125,6.162056032421275,2.82684320487326,amber,amber,amber,red,2.0,2.0,2.0,3.0,9.0,unhealthy,4.6,Pork,,15.0,11,Sandwich,American,recipe_images/recipe_2005.jpg,Sandwiches and Tacos
Sloppy Joe Hand Pies,https://www.allrecipes.com/recipe/282656/sloppy-joe-hand-pies/,main-dish,Who doesn't love Sloppy Joes? And with this hand pie recipe you can take them on the run and eat them without the mess!,"1 ½ pounds ground beef ; ½ medium onion, diced ; 1 medium red bell pepper, diced ; 2 cloves garlic, minced ; 2 cups beef broth ; ¾ cup ketchup ; 1 teaspoon prepared yellow mustard ; 2 tablespoons brown sugar ; 1 teaspoon salt ; ½ teaspoon ground white pepper ; 2 dashes Worcestershire sauce ; 1 pinch cayenne pepper, or to taste ; 1 large egg ; 1 tablespoon water ; 1 (14.1 ounce) package refrigerated pie dough for a double-crust pie ; 6 slices Cheddar cheese","Heat a large skillet over medium heat. Cook and stir ground beef and onion in the hot skillet until browned and crumbly, 7 to 8 minutes. Add bell pepper and garlic; cook and stir until tender, 2 to 3 more minutes. Add 1 cup beef broth, ketchup, mustard, brown sugar, salt, pepper, Worcestershire sauce, and cayenne pepper; bring to a simmer. Add remaining 1 cup broth and reduce heat to low. Simmer until mixture becomes very thick, 30 to 45 minutes. Taste and adjust for salt, pepper, and cayenne as needed. Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper. Whisk egg and water together in a small bowl. Roll out both pie crusts on a lightly floured surface and cut out six 5-inch circles. Place a slice of Cheddar cheese in the center of each circle and top with Sloppy Joe mixture. Fold dough and seal the edges using a fork. Brush the outsides with egg wash and place hand pies on the prepared baking sheet. Bake in the preheated oven until golden brown, 20 to 25 minutes.",1 hr 30 mins,6.0,6 hand pies,742.4,21.691540077120536,8.178777406127415,5.645134405316205,1.747769171787663,red,red,amber,red,3.0,3.0,2.0,3.0,11.0,unhealthy,0.0,Savory Pie Recipes,,90.0,16,Casserole and Pies,American,recipe_images/recipe_2014.jpg,Casserole and Pies
Eyeball Sandwich,https://www.allrecipes.com/recipe/229138/eyeball-sandwich/,main-dish,"Great for Halloween or whenever, this peanut butter sandwich with a twist is fun and delicious. Sliced green olives look like eyeballs and taste like mmmmm...","2 tablespoons peanut butter ; 2 slices bread ; 8  green olives, sliced",Spread peanut butter on one slice of bread; top with green olives. Place second piece of bread atop the filling to make a sandwich.,10 mins,1.0,1 sandwich,360.4,22.916666666666664,4.375,5.416666666666667,3.2255208333333334,red,amber,amber,red,3.0,2.0,2.0,3.0,10.0,unhealthy,4.75,,,10.0,3,Sandwich,American,recipe_images/recipe_2019.jpg,Sandwiches and Tacos
Healthier Sloppy Joes II,https://www.allrecipes.com/recipe/222119/healthier-sloppy-joes-ii/,main-dish,This healthier version of sloppy joes includes more veggies and real garlic. Be sure to serve on whole wheat buns!,"1 pound lean ground beef ; ¼ cup chopped onion ; ¼ cup chopped green bell pepper ; 2  carrots, finely chopped ; 2 cloves garlic, minced ; 1 teaspoon prepared yellow mustard ; ¾ cup ketchup ; 1 tablespoon brown sugar ;   salt and ground black pepper to taste","Heat skillet over medium-high heat; cook and stir beef, onion, green bell pepper, carrots, and garlic until beef is browned, about 10 minutes. Drain off liquids. Stir in mustard, ketchup, and brown sugar and mix thoroughly. Reduce heat to low and simmer until sauce has thickened, about 30 minutes. Season with salt and pepper.",40 mins,6.0,6 servings,251.8,12.47122278497665,4.972702756034994,8.208906136946656,0.8118134578701572,amber,red,amber,amber,2.0,3.0,2.0,2.0,9.0,unhealthy,4.58,Sandwich Recipes,American,40.0,9,Sandwich,American,recipe_images/recipe_2037.jpg,Sandwiches and Tacos
Firehouse Haluski,https://www.allrecipes.com/recipe/222508/firehouse-haluski/,main-dish,"This is a quick easy lunch, and cheap too.  I make this at the fire station and it is very filling. Serve sprinkled with Romano cheese with bread.","1 (12 ounce) package kluski noodles ; 2 heads cabbage, cored and cut into bite-size pieces ; 1  onion, chopped ; ¼ cup water ; 1 pound kielbasa sausage, diced ; ¼ cup vegetable oil ; 1 tablespoon mustard seeds ;   salt and ground black pepper to taste ; 4  eggs, beaten","Bring a large pot of lightly salted water to a boil and cook kluski noodles until tender, about 8 minutes. Drain, chop noodles into small pieces, and set aside. Cook cabbage and onion, covered, in a large pot with water over medium heat until tender, 8 to 10 minutes. Heat vegetable oil in a large skillet over medium heat and transfer cabbage and onion into skillet with a slotted spoon. Cook in the hot oil until vegetables begin to brown, about 10 minutes; stir in kielbasa and continue to cook until sausage is heated through. Stir mustard seeds into cabbage mixture; season to taste with salt and black pepper. Stir chopped kluski into the mixture. Pour eggs over the noodle mixture and stir until eggs are set, 3 to 5 minutes.",1 hr,6.0,6 servings,722.0,18.86853622953477,6.856864970011347,8.267142162425028,0.9150996920084292,red,red,amber,red,3.0,3.0,2.0,3.0,11.0,unhealthy,4.9,Dumpling Recipes,Eastern European,60.0,9,Pasta and Noodles,Polish,recipe_images/recipe_2042.jpg,Pasta
Glazed Meatloaf II,https://www.allrecipes.com/recipe/20673/glazed-meatloaf-ii/,main-dish,This meatloaf is great! It's my husband's favorite. The glaze makes it delicious and moist.,"½ cup ketchup ; ⅓ cup brown sugar ; 1 tablespoon lemon juice ; 1 teaspoon dry mustard ; 2 pounds lean ground beef ; 3 slices bread, shredded ; ¼ cup diced onion ; 1  egg, beaten ; 1 cube beef bouillon, crumbled ; 3 tablespoons lemon juice","Preheat oven to 350 degrees F (175 degrees C). In a small bowl, combine ketchup, brown sugar, 1 tablespoon lemon juice and dry mustard until smooth. In a large bowl, combine ground beef, shredded bread, onion, egg, bouillon, 3 tablespoons lemon juice, and 1/3 cup of the ketchup mixture until well mixed.  Form into a loaf and place in a 9x5 inch loaf pan. Bake 1 hour.  Pour off fat.  Pour reserved ketchup mixture over loaf.  Bake 10 minutes more.",1 hr 20 mins,8.0,1 - 9x5 inch loaf,318.3,10.96814558907538,4.17834117679062,8.617828677130653,0.6499279127336035,amber,red,amber,amber,2.0,3.0,2.0,2.0,9.0,unhealthy,4.6,Meatloaf Recipes,American,80.0,10,Meatloaf,American,recipe_images/recipe_2051.jpg,Meat Dishes
Polish Stuffed Cabbage,https://www.allrecipes.com/recipe/16323/polish-stuffed-cabbage/,main-dish,"Stuffed cabbage rolls. I am 100 percent Polish, and this is my mom's recipe. Use regular rice, not instant.",1 medium head cabbage ;   water to cover ; 1 pound ground beef ; 1 cup cooked rice ;   garlic powder to taste ; 1  egg ; 1 (12 fluid ounce) can tomato juice ; 1 tablespoon vinegar ; 1 tablespoon white sugar ;   water to cover,"Place the head of cabbage in a large pot over high heat and add water to cover. Boil cabbage for 15 minutes, or until it is pliable and soft. Drain and allow to cool completely. Remove the hard outer vein from the leaves. In a separate large bowl, combine the beef, rice, garlic powder and the egg, mixing well. Place a small amount, about the size of your palm, into the center of a cabbage leaf and fold leaf over, tucking in the sides of the leaf to keep meat mixture inside. Pile up the filled leaves in a large pot, putting the larger leaves on the bottom. Add the tomato juice, vinegar and sugar and enough water to cover. Simmer over medium low heat for about 60 minutes. (Note: Keep an eye on them, making sure the bottom of leaves do not burn.)",1 hr 30 mins,6.0,6 to 8 servings,331.2,12.83422459893048,5.145797598627787,5.509030370295631,0.3832105741095752,red,red,amber,amber,3.0,3.0,2.0,2.0,10.0,unhealthy,4.14,Stuffed,Polish,90.0,10,Stuffed Dishes,Polish,recipe_images/recipe_2052.jpg,Stuffed Dishes
Beth's Meat Loaf,https://www.allrecipes.com/recipe/217080/beths-meat-loaf/,main-dish,"This is my, my husband's, and our two teens' favorite meat loaf recipe. Been making this for the last 19 years. Have tried other meat loaf recipes, but keep coming back to this one.","2  eggs, beaten ; ¾ cup milk ; ½ cup dry bread crumbs ; ¼ cup chopped onion ; 1 teaspoon salt ; 1 teaspoon ground black pepper ; ½ teaspoon crumbled dried sage ; 1 ½ pounds ground beef ; ½ cup ketchup ; 2 tablespoons brown sugar ; 1 teaspoon dry mustard powder","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x5-inch loaf pan. In a bowl, lightly mix the beaten eggs, milk, bread crumbs, onion, salt, black pepper, and sage together until thoroughly combined. Gently work in the ground beef until mixed; press the meat mixture into the prepared loaf pan. Bake in the preheated oven until the loaf is no longer pink inside and the juices run clear, about 50 minutes. An instant-read thermometer inserted into the center of the loaf should read at least 160 degrees F (70 degrees C). While the meat loaf is baking, mix together the ketchup, brown sugar, and dry mustard powder in a bowl until the sugar has dissolved. When loaf is done, pull from the oven, and spread topping over the loaf. Return to oven, and bake until the topping is set, about 10 more minutes.",1 hr 20 mins,5.0,5 servings,387.8,41.25412541254125,15.882838283828384,28.052805280528048,4.822091584158416,red,red,red,red,3.0,3.0,3.0,3.0,12.0,unhealthy,4.61,Meatloaf Recipes,American,80.0,11,Meatloaf,American,recipe_images/recipe_2057.jpg,Meat Dishes
My Husband's Favorite Baked Burgers,https://www.allrecipes.com/recipe/270453/my-husbands-favorite-baked-burgers/,main-dish,"Simple, flavorful hamburger recipe that my husband loves. Ketchup is the binder so no egg is required. They hold together very well. I bake them in the oven and they come out perfect every time! I serve these with a slice of cheese melted on top. Top as desired.",1 pound lean ground beef ; ½ cup seasoned bread crumbs ; ¼ cup ketchup ; 4 tablespoons Worcestershire sauce ; 1 tablespoon garlic powder ; 1 tablespoon onion powder ; ½ teaspoon mustard powder ;   salt and ground black pepper to taste,"Preheat the oven to 400 degrees F (200 degrees C). Combine ground beef, bread crumbs, ketchup, Worcestershire sauce, garlic powder, onion powder, mustard powder, salt, and black pepper in a bowl until well mixed. Form into 4 patties and place on a baking sheet. Bake in the preheated oven until no longer pink in the center, about 30 minutes. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C). Serve immediately.",40 mins,4.0,4 hamburgers,324.0,11.692199330868112,4.437400950871632,5.000880436696602,1.2334918119387217,amber,red,amber,amber,2.0,3.0,2.0,2.0,9.0,unhealthy,4.33,Burger Recipes,American,40.0,8,Burger,American,recipe_images/recipe_2058.jpg,Burger
Soy and Honey Pork Chops,https://www.allrecipes.com/recipe/218078/soy-and-honey-pork-chops/,main-dish,"Grilled pork chops brushed with a honey and soy sauce mix. To round out the meal, serve with creamy chive and garlic mashed potatoes.","½ cup honey ; ¼ cup soy sauce ; 1 pinch crushed red pepper flakes ; 1 pinch freshly ground black pepper, or to taste ; 4  center-cut boneless pork chops - 1/2-inch thick ; 2 teaspoons canola oil, or as needed ;   salt to taste ; 1 large sweet onion, sliced","Preheat an outdoor grill for high heat, and lightly oil the grate. Mix honey, soy sauce, crushed red pepper flakes, and black pepper in a bowl. Pour about 2 tablespoons of the honey-soy mixture into a small bowl and save for later. Brush chops with canola oil on both sides, and sprinkle with salt and black pepper. Grill the chops on the hottest part of the grill until lightly charred and crusty, 4 to 5 minutes per side. Move the chops to a cooler area of the grill, and continue to cook, brushing both sides generously with the honey-soy glaze, until chops are no longer pink inside, about 3 to 4 more minutes. The juices should run clear, and an instant-read meat thermometer inserted into the center of a chop should read at least 145 degrees F (63 degrees C). While chops are grilling, brush slices of onion with oil, and sprinkle with salt and black pepper. Grill onion slices until they are translucent and browned, 3 to 4 minutes per side. To serve, place chops and onions on warmed plates, and brush the chops with the reserved honey-soy glaze.",30 mins,4.0,4 servings,446.8,6.057117555899934,1.7533761346026122,20.456054903697144,1.2931148992694266,amber,amber,red,red,2.0,2.0,3.0,3.0,10.0,unhealthy,4.47,Pork,American,30.0,8,Pork,Asian,recipe_images/recipe_2073.jpg,Meat Dishes
Kids Favorite Meatloaf,https://www.allrecipes.com/recipe/16883/kids-favorite-meatloaf/,main-dish,"Bored of 'plain old meatloaf'? We tried a recipe with a twist. All you need is some smaller pans in the shapes of characters, or whatever. The kids love the shapes and rave about the taste!!! Mine like to use Winnie the Pooh. Be creative and have fun.",½ cup ketchup ; 2 tablespoons brown sugar ; 1 teaspoon prepared mustard ; 1 tablespoon Worcestershire sauce ; 1 teaspoon salt ; 1 ½ teaspoons onion powder ; ¼ teaspoon garlic powder ; 1  egg ; 1 tablespoon milk ; ¼ teaspoon ground black pepper ; 1 ½ cups crispy wheat cereal squares ; 1 ½ pounds ground beef,"In a large bowl, combine the ketchup, brown sugar and mustard and mix well. Remove 4 tablespoons of this mixture and reserve for later for the top of the loaves. To the mixture in the bowl, add the Worcestershire sauce, salt, onion, garlic, egg, milk and ground black pepper and mix together well. Stir in the wheat cereal squares and let stand for 5 minutes. Then break up the cereal squares and add the ground beef, mixing well. Shape the mixture into the mini loaf pans you've decided to use. Bake at 350 degrees F (175 degrees C) for 65 minutes. Brush on reserved ketchup mixture and bake for 15 more minutes.",1 hr 40 mins,8.0,8 kid-size servings,334.0,130.31924072476272,51.90681622088007,49.1458153580673,8.448662640207075,red,red,red,red,3.0,3.0,3.0,3.0,12.0,unhealthy,4.41,Meatloaf Recipes,American,100.0,12,Meatloaf,American,recipe_images/recipe_2078.jpg,Meat Dishes
Fast Pressure Cooker Ribs,https://www.allrecipes.com/recipe/261106/fast-pressure-cooker-ribs/,main-dish,I make these for a fast freezer meal. Boneless ribs and barbeque sauce are done in 20 minutes. Serve how you want. I put them in separate meals and freeze for later.,"2 pounds boneless country-style ribs, or more as desired ; ¼ teaspoon garlic powder, or to taste ;   salt and ground black pepper to taste ; 1  red onion, sliced ; 2 cups barbeque sauce (such as Famous Dave's) ; 1 cup beef broth","Season ribs with garlic powder, salt, and pepper. Place a layer of onion in the bottom of a pressure cooker. Add a layer of ribs. Repeat with remaining onion and ribs. Combine barbeque sauce and broth together in a bowl; pour over ribs in the pressure cooker. Close cooker securely and place pressure regulator over vent according to manufacturer's instructions. Heat until steam escapes in a steady flow and makes a whistling sound, about 5 minutes. Adjust heat until regulator is gently rocking. Cook for 25 minutes. Transfer the pressure cooker to the sink; cool the pot with cold water for about 30 seconds to release pressure quickly.",41 mins,6.0,6 servings,333.5,5.654820341645396,2.238366385234636,8.83565678382093,1.112114667190261,amber,amber,amber,red,2.0,2.0,2.0,3.0,9.0,unhealthy,4.11,Rib Recipes,American,41.0,6,Pork,American,recipe_images/recipe_2081.jpg,Meat Dishes
Instant Pot Honey-Soy Pork Chops,https://www.allrecipes.com/recipe/281635/instant-pot-honey-soy-pork-chops/,main-dish,Instant Pot pork chops. Serve with potatoes.,"1 tablespoon salted butter ; 2 slices bacon, chopped ; 4 (6 ounce) bone-in center-cut pork chops (about 1 inch thick) ; ½ cup honey ; ¼ cup soy sauce ; 1 tablespoon minced garlic ; ½ cup cold water ; 2 teaspoons cornstarch","Turn on a multi-functional pressure cooker (such as Instant Pot) and select Saute function. Add butter and bacon; saute until bacon is cooked but not quite crispy, about 5 minutes. Add pork chops and sear for about 1 minute on each side. Gently stir in honey, soy sauce, and garlic. Close and lock the lid. Select high pressure according to manufacturer's instructions; set timer for 10 minutes. Allow 10 to 15 minutes for pressure to build. Release pressure carefully using the quick-release method according to manufacturer's instructions, about 5 minutes. Unlock and remove the lid. Transfer pork chops to a plate and switch back to Saute function. Whisk cold water and cornstarch together in a small bowl; pour into the pot. Cook and stir until sauce thickens, about 5 minutes. Pour sauce over pork chops.",45 mins,4.0,4 pork chops,331.3,5.961790343706245,2.438914231516191,19.023531005826293,1.451831443927555,amber,amber,red,red,2.0,2.0,3.0,3.0,10.0,unhealthy,5.0,Pork,,45.0,8,Pork,Asian,recipe_images/recipe_2107.jpg,Meat Dishes
Simple and Easy Stuffed Peppers,https://www.allrecipes.com/recipe/105016/simple-and-easy-stuffed-peppers/,main-dish,These beefy and cheesy peppers are easy and delicious!,"1 ¼ pounds ground beef ; 3 cloves garlic, minced ; 1  onion, diced ; 1 (15.5 ounce) can diced tomatoes ; 1 cup shredded Cheddar cheese ; 1 ½ cups chicken broth ; 6  red bell peppers","Preheat oven to 350 degrees F (175 degrees C). Heat a large nonstick skillet over medium-high heat. Stir in the ground beef, and cook until brown and crumbly. Pour off excess grease, then stir in garlic, onion, and tomatoes. Cook and stir until the onions soften just a bit, about 3 minutes. Stir the cheese into the mixture, and set aside. Cut the tops off of the peppers, and remove the veins and seeds. Fill each pepper with the ground beef mixture and pour in some of the chicken broth. Place into the cups of a muffin tin, and replace the tops. Bake in preheated oven 30 minutes.",55 mins,6.0,6 stuffed peppers,312.4,13.838485845522364,6.567417011434343,6.4892334755839345,0.5697625175098544,amber,red,amber,amber,2.0,3.0,2.0,2.0,9.0,unhealthy,4.15,Stuffed,,55.0,7,Stuffed Dishes,American,recipe_images/recipe_2109.jpg,Stuffed Dishes
Meatloaf Patties,https://www.allrecipes.com/recipe/239185/meatloaf-patties/,main-dish,"Delicious, kid-approved mini-meatloaf patties!","1  egg, lightly beaten ; 1 slice soft bread, blended into crumbs ; ½ teaspoon salt ; ½ teaspoon ground black pepper ; 1 pound lean ground beef ; 1 (8 ounce) can tomato sauce ; 3  green onions, chopped ; 2 ¼ tablespoons brown sugar, or to taste ; 2 teaspoons Worcestershire sauce ; 2 teaspoons prepared yellow mustard","Mix egg, bread crumbs, salt, and black pepper together in a large bowl. Break ground beef into small pieces and add to the bowl; mix well with your hands until beef is evenly moistened. Shape the beef mixture into four patties. Heat a skillet over medium heat. Cook patties in hot skillet until completely browned, 2 to 3 minutes per side; remove to a platter and drain grease from skillet. Return skillet to medium heat. Stir tomato sauce, green onions, brown sugar, Worcestershire sauce, and yellow mustard together in the skillet. Gently lie the patties into the sauce; bring liquid to a boil, reduce heat to medium-low, and simmer until the patties are very firm, hot, and grey in the center, about 10 minutes more. An instant-read thermometer inserted into the center should read 160 degrees F (70 degrees C).",30 mins,4.0,4 patties,301.9,7.8925593533193314,3.0042645280376807,5.397492202915155,0.984405830309974,amber,amber,amber,red,2.0,2.0,2.0,3.0,9.0,unhealthy,4.4,Meatloaf Recipes,U.S. American,30.0,10,Meatloaf,American,recipe_images/recipe_2110.jpg,Meat Dishes
Cajun Chicken and Sausage Pasta,https://www.allrecipes.com/recipe/232424/cajun-chicken-and-sausage-pasta/,main-dish,Serve up a spicy dinner for two.,"1  skinless, boneless chicken breast half ; ½ teaspoon Cajun seasoning, or to taste ; 1 link pork sausage with jalapeno pepper ; 4 ounces farfalle (bow tie) pasta ; 2 tablespoons butter ; 1  green bell pepper, chopped ; ½  red bell pepper, chopped ; ½  onion, chopped ; 1 clove garlic, chopped ; 1 ½ cups fat-free half-and-half, divided ; 1 tablespoon cornstarch, or as needed ; 1 pinch Cajun seasoning, or to taste ; 1 pinch dried basil, or to taste","Preheat an outdoor grill for medium-high heat and lightly oil the grate. Sprinkle both sides of chicken breast with 1/2 teaspoon Cajun seasoning, or to taste. Grill chicken breast and pork sausage on the preheated grill until browned and no longer pink inside, about 5 minutes per side. Transfer to a plate and let rest for 5 minutes. Cut chicken and sausage into bite-size pieces. Bring a large pot of lightly salted water to a boil. Cook the farfalle pasta at a boil, stirring occasionally, until cooked through yet firm to the bite, about 12 minutes; drain. Melt butter in a large skillet over medium heat. Cook and stir green bell pepper, red bell pepper, onion, and garlic in hot butter until slightly softened, 2 to 3 minutes. Stir chicken and sausage pieces into vegetables, reduce heat to medium-low, and pour 1 cup half-and-half into skillet. Stir to combine. Mix cornstarch into remaining 1/2 cup half-and-half in a small bowl until smooth; pour into skillet and stir until sauce simmers and thickens, about 5 minutes. Toss cooked farfalle pasta into mixture until coated; season with additional Cajun seasoning and dried basil.",1 hr 10 mins,2.0,2 servings,561.4,9.771309771309772,5.197505197505197,8.367983367983369,0.817047817047817,amber,red,amber,amber,2.0,3.0,2.0,2.0,9.0,unhealthy,4.44,Pasta,Cajun,70.0,13,Pasta and Noodles,American,recipe_images/recipe_2116.jpg,Pasta
Shelby's Microwave Meat Loaf,https://www.allrecipes.com/recipe/216907/shelbys-microwave-meat-loaf/,main-dish,"Great meat loaf, quick, easy and  ready to eat in 45 minutes. It will be ready by the time you get the creamed potatoes ready!","1 (8 ounce) can tomato sauce ; ¼ cup brown sugar ; 1 teaspoon prepared mustard ; 2  eggs, lightly beaten ; 1  onion, minced ; ¼ cup minced green bell pepper ; ¼ teaspoon garlic powder ; ½ cup saltine cracker crumbs ; 1 teaspoon salt ; ¼ teaspoon ground black pepper ; 2 pounds extra lean ground beef","In a small bowl, mix together the tomato sauce, brown sugar, and mustard; stir until the brown sugar has dissolved. In a large mixing bowl, mix the eggs, minced onion and green pepper, garlic powder, cracker crumbs, salt, and black pepper; mix in the ground beef and half the tomato sauce mixture, stirring until the meat loaf is thoroughly combined. Place the meat mixture into a 2-quart microwave-safe baking dish. Spread the remaining tomato sauce mixture over the meat loaf. Cook in microwave oven on High setting until set, the juices run clear, and meat is no longer pink inside, 10 to 15 minutes depending on power of microwave oven. An instant-read meat thermometer, inserted into the center of the loaf, should read 165 degrees F (75 degrees C). Drain any grease from the dish as soon as loaf is cooked; allow to stand, uncovered, 10 to 15 minutes before serving.",45 mins,6.0,6 servings,382.1,8.088775748014557,3.0978290098779153,5.292124558541439,0.7149746329395313,amber,red,amber,amber,2.0,3.0,2.0,2.0,9.0,unhealthy,4.6,Meatloaf Recipes,,45.0,11,Meatloaf,American,recipe_images/recipe_2125.jpg,Meat Dishes
